Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Units in structure,Home value,Household income
T18A_est17,2015,15,15,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est18,2015,15,11,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est19,2015,15,12,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est20,2015,75,21,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 100% of HAMFI
T18A_est21,2015,260,59,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD100,All
T18A_est22,2015,4,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD100,less than or equal to 30% of HAMFI
T18A_est23,2015,4,14,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD100,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est24,2015,30,16,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD100,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est25,2015,20,14,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD100,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est26,2015,200,54,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD100,greater than 100% of HAMFI
T18A_est27,2015,10,14,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,2 to 4 units in structure,All,All
T18A_est28,2015,10,14,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,2 to 4 units in structure,Value less than or equal to VHUD50,All
T18A_est29,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value less than or equal to VHUD50,less than or equal to 30% of HAMFI
T18A_est30,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value less than or equal to VHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est31,2015,10,14,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value less than or equal to VHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est32,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value less than or equal to VHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est33,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value less than or equal to VHUD50,greater than 100% of HAMFI
T18A_est34,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD50 and less than or equal to VHUD80,All
T18A_est35,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD50 and less than or equal to VHUD80,less than or equal to 30% of HAMFI
T18A_est36,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est37,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est38,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est39,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 100% of HAMFI
T18A_est40,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD80 and less than or equal to VHUD100,All
T18A_est41,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD80 and less than or equal to VHUD100,less than or equal to 30% of HAMFI
T18A_est42,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est43,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est44,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est45,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 100% of HAMFI
T18A_est46,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD100,All
T18A_est47,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD100,less than or equal to 30% of HAMFI
T18A_est48,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD100,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est49,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD100,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est50,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD100,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est51,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,2 to 4 units in structure,Value greater than VHUD100,greater than 100% of HAMFI
T18A_est52,2015,4,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,5 or more units in structure,All,All
T18A_est53,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,5 or more units in structure,Value less than or equal to VHUD50,All
T18A_est54,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value less than or equal to VHUD50,less than or equal to 30% of HAMFI
T18A_est55,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value less than or equal to VHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est56,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value less than or equal to VHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est57,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value less than or equal to VHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est58,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value less than or equal to VHUD50,greater than 100% of HAMFI
T18A_est59,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD50 and less than or equal to VHUD80,All
T18A_est60,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD50 and less than or equal to VHUD80,less than or equal to 30% of HAMFI
T18A_est61,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est62,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est63,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est64,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 100% of HAMFI
T18A_est65,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD80 and less than or equal to VHUD100,All
T18A_est66,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD80 and less than or equal to VHUD100,less than or equal to 30% of HAMFI
T18A_est67,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est68,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est69,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est70,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 100% of HAMFI
T18A_est71,2015,4,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD100,All
T18A_est72,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD100,less than or equal to 30% of HAMFI
T18A_est73,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD100,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est74,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD100,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est75,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD100,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est76,2015,4,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,5 or more units in structure,Value greater than VHUD100,greater than 100% of HAMFI
T18A_est77,2015,150,40,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",All,All
T18A_est78,2015,115,34,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value less than or equal to VHUD50,All
T18A_est79,2015,10,12,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value less than or equal to VHUD50,less than or equal to 30% of HAMFI
T18A_est80,2015,10,10,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value less than or equal to VHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est81,2015,40,22,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value less than or equal to VHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est82,2015,30,21,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value less than or equal to VHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est83,2015,25,12,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value less than or equal to VHUD50,greater than 100% of HAMFI
T18A_est84,2015,35,18,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD50 and less than or equal to VHUD80,All
T18A_est85,2015,4,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD50 and less than or equal to VHUD80,less than or equal to 30% of HAMFI
T18A_est86,2015,4,2,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD50 and less than or equal to VHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est87,2015,4,2,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD50 and less than or equal to VHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est88,2015,4,3,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD50 and less than or equal to VHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est89,2015,20,15,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD50 and less than or equal to VHUD80,greater than 100% of HAMFI
T18A_est90,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD80 and less than or equal to VHUD100,All
T18A_est91,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD80 and less than or equal to VHUD100,less than or equal to 30% of HAMFI
T18A_est92,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD80 and less than or equal to VHUD100,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est93,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD80 and less than or equal to VHUD100,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est94,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD80 and less than or equal to VHUD100,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est95,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD80 and less than or equal to VHUD100,greater than 100% of HAMFI
T18A_est96,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD100,All
T18A_est97,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD100,less than or equal to 30% of HAMFI
T18A_est98,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD100,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est99,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD100,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est100,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD100,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est101,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied with a mortgage,"Other structure type (mobile homes, etc.)",Value greater than VHUD100,greater than 100% of HAMFI
T18A_est1,2015,69375,1141,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Total,Total: Owner occupied with a mortgage,All,All,NA
T18A_est2,2015,68440,1180,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied with a mortgage,One unit in structure,All,All
T18A_est3,2015,6750,519,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied with a mortgage,One unit in structure,Value less than or equal to VHUD50,All
T18A_est4,2015,685,192,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value less than or equal to VHUD50,less than or equal to 30% of HAMFI
T18A_est5,2015,730,192,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value less than or equal to VHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est6,2015,1870,267,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value less than or equal to VHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est7,2015,985,206,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value less than or equal to VHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est8,2015,2480,297,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value less than or equal to VHUD50,greater than 100% of HAMFI
T18A_est9,2015,31225,1013,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD50 and less than or equal to VHUD80,All
T18A_est10,2015,905,207,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD50 and less than or equal to VHUD80,less than or equal to 30% of HAMFI
T18A_est11,2015,1490,225,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est12,2015,4725,466,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est13,2015,3845,362,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est14,2015,20265,817,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD50 and less than or equal to VHUD80,greater than 100% of HAMFI
T18A_est15,2015,11780,670,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD80 and less than or equal to VHUD100,All
T18A_est16,2015,210,90,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD80 and less than or equal to VHUD100,less than or equal to 30% of HAMFI
T18A_est17,2015,385,114,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18A_est18,2015,805,141,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18A_est19,2015,965,178,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18A_est20,2015,9420,595,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD80 and less than or equal to VHUD100,greater than 100% of HAMFI
T18A_est21,2015,18685,720,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD100,All
T18A_est22,2015,370,121,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD100,less than or equal to 30% of HAMFI
T18A_est23,2015,385,113,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied with a mortgage,One unit in structure,Value greater than VHUD100,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
