Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Units in structure,Rent,Household income
T18C_est14,2015,35,31,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est15,2015,145,51,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,All
T18C_est16,2015,10,13,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est17,2015,4,2,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est18,2015,70,41,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est19,2015,15,13,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est20,2015,40,24,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 100% of HAMFI
T18C_est21,2015,25,16,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,One unit in structure,greater than RHUD80,All
T18C_est22,2015,10,12,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD80,less than or equal to 30% of HAMFI
T18C_est23,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est24,2015,4,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est25,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est26,2015,15,13,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 100% of HAMFI
T18C_est27,2015,15,19,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,2 to 4 units in structure,All,All
T18C_est28,2015,10,16,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,All
T18C_est29,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,less than or equal to 30% of HAMFI
T18C_est30,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est31,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est32,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est33,2015,10,16,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 100% of HAMFI
T18C_est34,2015,4,13,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,All
T18C_est35,2015,4,13,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,less than or equal to 30% of HAMFI
T18C_est36,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est37,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est38,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est39,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est40,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,All
T18C_est41,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est42,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est43,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est44,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est45,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 100% of HAMFI
T18C_est46,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,2 to 4 units in structure,greater than RHUD80,All
T18C_est47,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,less than or equal to 30% of HAMFI
T18C_est48,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est49,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est50,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est51,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 100% of HAMFI
T18C_est52,2015,25,31,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,5 or more units in structure,All,All
T18C_est53,2015,25,31,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,5 or more units in structure,less than or equal to RHUD30,All
T18C_est54,2015,25,31,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,less than or equal to 30% of HAMFI
T18C_est55,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est56,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est57,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est58,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 100% of HAMFI
T18C_est59,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,All
T18C_est60,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,less than or equal to 30% of HAMFI
T18C_est61,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est62,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est63,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est64,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est65,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,All
T18C_est66,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est67,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est68,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est69,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est70,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 100% of HAMFI
T18C_est71,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,5 or more units in structure,greater than RHUD80,All
T18C_est72,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD80,less than or equal to 30% of HAMFI
T18C_est73,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est74,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est75,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est76,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,5 or more units in structure,greater than RHUD80,greater than 100% of HAMFI
T18C_est77,2015,115,36,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Other structure type (mobile homes, etc.)",All,All
T18C_est78,2015,45,22,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,All
T18C_est79,2015,20,14,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,less than or equal to 30% of HAMFI
T18C_est80,2015,20,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est81,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est82,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est83,2015,4,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,greater than 100% of HAMFI
T18C_est84,2015,50,27,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,All
T18C_est85,2015,4,13,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,less than or equal to 30% of HAMFI
T18C_est86,2015,10,12,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est87,2015,25,26,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est88,2015,10,11,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est89,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est90,2015,25,16,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,All
T18C_est91,2015,4,9,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est92,2015,4,3,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est93,2015,4,10,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est94,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est95,2015,10,13,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,greater than 100% of HAMFI
T18C_est96,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,All
T18C_est97,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,less than or equal to 30% of HAMFI
T18C_est98,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est99,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est100,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est101,2015,0,17,2011thru2015,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,greater than 100% of HAMFI
T18C_est1,2015,27645,928,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Total,Total: Renter occupied,All,All,NA
T18C_est2,2015,12680,805,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,One unit in structure,All,All
T18C_est3,2015,1075,199,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,One unit in structure,less than or equal to RHUD30,All
T18C_est4,2015,340,140,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,less than or equal to RHUD30,less than or equal to 30% of HAMFI
T18C_est5,2015,160,68,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,less than or equal to RHUD30,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est6,2015,225,100,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,less than or equal to RHUD30,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est7,2015,125,50,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,less than or equal to RHUD30,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est8,2015,225,115,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,less than or equal to RHUD30,greater than 100% of HAMFI
T18C_est9,2015,1420,267,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,All
T18C_est10,2015,290,121,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,less than or equal to 30% of HAMFI
T18C_est11,2015,220,87,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est12,2015,335,130,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est13,2015,260,125,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est14,2015,310,117,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est15,2015,7560,694,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,All
T18C_est16,2015,1020,254,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est17,2015,810,204,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est18,2015,2150,347,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est19,2015,910,227,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est20,2015,2665,370,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 100% of HAMFI
T18C_est21,2015,2620,376,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,One unit in structure,greater than RHUD80,All
T18C_est22,2015,70,54,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD80,less than or equal to 30% of HAMFI
T18C_est23,2015,320,153,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est24,2015,355,147,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est25,2015,320,131,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est26,2015,1555,258,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 100% of HAMFI
T18C_est27,2015,2545,356,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,2 to 4 units in structure,All,All
T18C_est28,2015,110,67,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,All
T18C_est29,2015,70,44,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,less than or equal to 30% of HAMFI
T18C_est30,2015,10,15,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est31,2015,0,28,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est32,2015,0,28,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est33,2015,30,53,2011thru2015,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 100% of HAMFI
